nThreads, MatrixName, NRows, NCol, NZ, k, time, err_rel, GFLOPS
34, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000033, 0.000000, 0.189848
35, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000032, 0.000000, 0.194553
36, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000036, 0.000000, 0.172909
37, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000037, 0.000000, 0.169038
38, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000033, 0.000000, 0.191412
39, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0.000035, 0.000000, 0.178712
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000015, 0.000000, 1.602727
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000083, 0.000000, 0.289026
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000366, 0.000000, 0.065547
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000023, 0.000000, 1.038844
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000025, 0.000000, 0.964674
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000021, 0.000000, 1.169447
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000018, 0.000000, 1.320119
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.762972
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000027, 0.000000, 0.888543
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000027, 0.000000, 0.890771
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000029, 0.000000, 0.822829
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000027, 0.000000, 0.885246
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000028, 0.000000, 0.843587
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000027, 0.000000, 0.874223
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000027, 0.000000, 0.899882
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000029, 0.000000, 0.820955
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000026, 0.000000, 0.912902
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000028, 0.000000, 0.862368
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000026, 0.000000, 0.918234
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.773245
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000033, 0.000000, 0.737360
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.771826
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000028, 0.000000, 0.852783
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000032, 0.000000, 0.759888
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.782417
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000028, 0.000000, 0.846416
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000033, 0.000000, 0.734210
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000033, 0.000000, 0.725073
29, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.763616
30, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000029, 0.000000, 0.823027
31, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000029, 0.000000, 0.821870
32, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000033, 0.000000, 0.735246
33, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000034, 0.000000, 0.699815
34, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.775308
35, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000036, 0.000000, 0.669590
36, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000030, 0.000000, 0.797300
37, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000031, 0.000000, 0.771900
38, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000032, 0.000000, 0.749672
39, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0.000035, 0.000000, 0.688135
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000019, 0.000000, 1.710525
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000096, 0.000000, 0.333151
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000038, 0.000000, 0.845770
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000064, 0.000000, 0.497166
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000315, 0.000000, 0.101611
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000022, 0.000000, 1.473995
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000026, 0.000000, 1.245757
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000021, 0.000000, 1.518706
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000030, 0.000000, 1.071134
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000029, 0.000000, 1.109499
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000233, 0.000000, 0.137045
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000028, 0.000000, 1.122630
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000029, 0.000000, 1.089069
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000028, 0.000000, 1.127520
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.011406
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000028, 0.000000, 1.136054
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000028, 0.000000, 1.135187
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000033, 0.000000, 0.956839
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000034, 0.000000, 0.928007
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000028, 0.000000, 1.150839
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000034, 0.000000, 0.951329
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.000657
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000031, 0.000000, 1.044348
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.010031
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000035, 0.000000, 0.906161
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000030, 0.000000, 1.054145
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.004399
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.000297
29, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000031, 0.000000, 1.047170
30, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000035, 0.000000, 0.923317
31, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000040, 0.000000, 0.792985
32, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000030, 0.000000, 1.078797
33, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000034, 0.000000, 0.947495
34, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000030, 0.000000, 1.052843
35, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000034, 0.000000, 0.926770
36, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 0.985648
37, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000038, 0.000000, 0.844764
38, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000032, 0.000000, 1.010798
39, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0.000783, 0.000000, 0.040807
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000033, 0.000000, 1.950636
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000087, 0.000000, 0.735700
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000056, 0.000000, 1.132533
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000030, 0.000000, 2.101810
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000138, 0.000000, 0.462639
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000026, 0.000000, 2.489429
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000027, 0.000000, 2.354874
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000026, 0.000000, 2.424344
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.831688
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000028, 0.000000, 2.306743
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000033, 0.000000, 1.921731
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000028, 0.000000, 2.254483
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000029, 0.000000, 2.212318
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000027, 0.000000, 2.328332
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000028, 0.000000, 2.244786
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000029, 0.000000, 2.179884
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000031, 0.000000, 2.092626
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000029, 0.000000, 2.196245
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.906716
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000028, 0.000000, 2.263221
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.876690
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.862584
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.832213
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000031, 0.000000, 2.058368
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.875396
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.870978
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.848877
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000033, 0.000000, 1.941838
29, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.837453
30, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.826508
31, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000036, 0.000000, 1.782114
32, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000033, 0.000000, 1.930143
33, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000036, 0.000000, 1.796434
34, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.861527
35, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000034, 0.000000, 1.878868
36, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000037, 0.000000, 1.742149
37, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000033, 0.000000, 1.936017
38, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000035, 0.000000, 1.842669
39, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0.000036, 0.000000, 1.792481
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000058, 0.000000, 1.654901
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000454, 0.000000, 0.211104
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000225, 0.000000, 0.426913
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000033, 0.000000, 2.933023
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000028, 0.000000, 3.431884
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000026, 0.000000, 3.708872
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000037, 0.000000, 2.570223
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000242, 0.000000, 0.395832
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000035, 0.000000, 2.729392
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000029, 0.000000, 3.363577
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000036, 0.000000, 2.630534
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000038, 0.000000, 2.493344
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000038, 0.000000, 2.504740
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000036, 0.000000, 2.668188
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000035, 0.000000, 2.720912
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000035, 0.000000, 2.708999
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000033, 0.000000, 2.879351
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000032, 0.000000, 2.980468
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000035, 0.000000, 2.755743
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000032, 0.000000, 3.040132
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.002596, 0.000000, 0.036941
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000115, 0.000000, 0.836023
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.002597, 0.000000, 0.036932
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.001478, 0.000000, 0.064868
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.001682, 0.000000, 0.057006
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.002068, 0.000000, 0.046377
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000371, 0.000000, 0.258752
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000361, 0.000000, 0.265989
29, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000373, 0.000000, 0.256953
30, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000398, 0.000000, 0.241171
31, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000382, 0.000000, 0.250981
32, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000043, 0.000000, 2.247206
33, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.002146, 0.000000, 0.044686
34, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000259, 0.000000, 0.370444
35, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.002587, 0.000000, 0.037075
36, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.004763, 0.000000, 0.020135
37, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.005182, 0.000000, 0.018506
38, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.001130, 0.000000, 0.084892
39, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0.000816, 0.000000, 0.117525
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000063, 0.000000, 2.015097
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000173, 0.000000, 0.737161
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000070, 0.000000, 1.817383
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000051, 0.000000, 2.513257
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000041, 0.000000, 3.104254
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000038, 0.000000, 3.338215
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000044, 0.000000, 2.906083
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000050, 0.000000, 2.564261
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000044, 0.000000, 2.919185
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000039, 0.000000, 3.314206
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000042, 0.000000, 3.051765
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000040, 0.000000, 3.162448
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000038, 0.000000, 3.342360
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000037, 0.000000, 3.426963
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000036, 0.000000, 3.600760
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000039, 0.000000, 3.307220
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000035, 0.000000, 3.702142
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000035, 0.000000, 3.650305
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000036, 0.000000, 3.546336
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000033, 0.000000, 3.866064
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000248, 0.000000, 0.515542
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000390, 0.000000, 0.328239
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000383, 0.000000, 0.334222
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.001344, 0.000000, 0.095141
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.002280, 0.000000, 0.056081
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.004368, 0.000000, 0.029274
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000415, 0.000000, 0.308214
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000297, 0.000000, 0.429935
29, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000295, 0.000000, 0.433356
30, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000060, 0.000000, 2.115843
31, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000141, 0.000000, 0.907331
32, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000368, 0.000000, 0.347753
33, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000244, 0.000000, 0.523758
34, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000400, 0.000000, 0.319570
35, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000341, 0.000000, 0.375088
36, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000314, 0.000000, 0.406599
37, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.005095, 0.000000, 0.025098
38, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.000336, 0.000000, 0.380498
39, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0.001330, 0.000000, 0.096130
1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000127, 0.000000, 2.008324
2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000300, 0.000000, 0.851596
3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000095, 0.000000, 2.703339
4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000070, 0.000000, 3.636291
5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000066, 0.000000, 3.865918
6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000060, 0.000000, 4.263892
7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000073, 0.000000, 3.488076
8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000071, 0.000000, 3.620744
9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000278, 0.000000, 0.918332
10, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000053, 0.000000, 4.852643
11, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000061, 0.000000, 4.172041
12, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000053, 0.000000, 4.837315
13, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000056, 0.000000, 4.527284
14, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000053, 0.000000, 4.849744
15, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000052, 0.000000, 4.938525
16, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000056, 0.000000, 4.579082
17, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000049, 0.000000, 5.168112
18, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000052, 0.000000, 4.953111
19, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000047, 0.000000, 5.451859
20, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000047, 0.000000, 5.431596
21, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000063, 0.000000, 4.075407
22, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000348, 0.000000, 0.735858
23, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.001216, 0.000000, 0.210371
24, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.002181, 0.000000, 0.117276
25, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.001658, 0.000000, 0.154279
26, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000255, 0.000000, 1.003077
27, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000087, 0.000000, 2.955775
28, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0.000272, 0.000000, 0.941851
